age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income,region
31,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,44,>50K,Latin America
32,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
46,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,51,>50K,Latin America
24,Private,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,50,>50K,Latin America
52,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,Latin America
53,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
38,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Latin America
29,Private,14,Divorced,Transport-moving,Unmarried,White,Male,40,>50K,Latin America
46,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
53,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,35,>50K,Latin America
39,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
29,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,>50K,Latin America
31,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Latin America
52,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,Latin America
23,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
21,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
36,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,48,>50K,Latin America
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
30,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,49,>50K,Latin America
43,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Latin America
47,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Latin America
56,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Latin America
45,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,53,>50K,Latin America
58,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K,Latin America
38,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Latin America
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,49,>50K,Latin America
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
32,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,46,>50K,Latin America
37,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,Latin America
32,Private,3,Married-civ-spouse,Exec-managerial,Wife,White,Female,49,>50K,Latin America
25,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
37,Private,11,Separated,Other-service,Not-in-family,White,Male,40,>50K,Latin America
53,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Latin America
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K,Latin America
32,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,>50K,Latin America
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
45,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
54,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,53,>50K,Latin America
35,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,38,>50K,Latin America
37,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Latin America
32,Private,3,Married-civ-spouse,Other-service,Wife,Black,Female,40,>50K,Latin America
52,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Latin America
32,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,45,>50K,Latin America
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,47,>50K,Latin America
45,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,53,>50K,Latin America
42,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,Latin America
36,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Latin America
50,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
31,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
45,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Latin America
27,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K,Latin America
31,Private,4,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,30,<=50K,Latin America
27,Private,9,Separated,Transport-moving,Not-in-family,White,Male,45,<=50K,Latin America
31,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,45,<=50K,Latin America
35,Private,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,<=50K,Latin America
30,Private,9,Married-spouse-absent,Craft-repair,Unmarried,Other,Male,40,<=50K,Latin America
47,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Latin America
31,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Latin America
21,Private,3,Separated,Other-service,Own-child,Black,Female,40,<=50K,Latin America
21,Private,9,Separated,Other-service,Own-child,White,Female,40,<=50K,Latin America
28,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Female,20,<=50K,Latin America
23,Private,4,Married-civ-spouse,Other-service,Husband,Other,Male,45,<=50K,Latin America
23,Private,2,Never-married,Other-service,Unmarried,Black,Female,35,<=50K,Latin America
24,Private,9,Never-married,Craft-repair,Other-relative,White,Male,35,<=50K,Latin America
47,Private,4,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,<=50K,Latin America
31,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Latin America
26,Private,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,51,<=50K,Latin America
31,Private,3,Divorced,Machine-op-inspct,Not-in-family,White,Male,35,<=50K,Latin America
39,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,30,<=50K,Latin America
29,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,50,<=50K,Latin America
37,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,Latin America
24,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Latin America
35,Private,13,Never-married,Other-service,Not-in-family,Other,Female,40,<=50K,Latin America
54,Private,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,<=50K,Latin America
29,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,60,<=50K,Latin America
27,Private,4,Never-married,Transport-moving,Not-in-family,Other,Male,40,<=50K,Latin America
34,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,Latin America
36,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,60,<=50K,Latin America
35,Private,3,Never-married,Machine-op-inspct,Unmarried,White,Female,45,<=50K,Latin America
30,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Latin America
32,Private,4,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,30,<=50K,Latin America
24,Private,4,Never-married,Other-service,Not-in-family,White,Male,25,<=50K,Latin America
29,Private,4,Divorced,Machine-op-inspct,Unmarried,White,Female,40,<=50K,Latin America
41,Private,10,Separated,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,Latin America
55,Private,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,<=50K,Latin America
19,Private,3,Separated,Other-service,Own-child,White,Male,35,<=50K,Latin America
34,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,49,<=50K,Latin America
30,Private,3,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,<=50K,Latin America
34,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,<=50K,Latin America
25,Private,3,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,Latin America
29,Private,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,<=50K,Latin America
38,Private,3,Never-married,Craft-repair,Unmarried,Other,Male,40,<=50K,Latin America
35,Private,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,Latin America
40,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,<=50K,Latin America
29,Private,9,Divorced,Machine-op-inspct,Unmarried,Other,Female,40,<=50K,Latin America
30,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,35,<=50K,Latin America
32,Private,3,Never-married,Craft-repair,Unmarried,White,Male,53,<=50K,Latin America
54,Private,4,Widowed,Other-service,Unmarried,Black,Female,40,<=50K,Latin America
48,Private,3,Married-civ-spouse,Other-service,Wife,White,Female,45,<=50K,Latin America
38,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,Latin America
34,Private,4,Never-married,Transport-moving,Own-child,White,Male,35,<=50K,Latin America
21,Private,13,Separated,Other-service,Own-child,White,Female,29,<=50K,Latin America
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36,<=50K,Latin America
36,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,<=50K,Latin America
45,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,Latin America
32,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,Latin America
34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,Latin America
24,Private,13,Divorced,Other-service,Not-in-family,White,Female,45,<=50K,Latin America
48,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K,Latin America
52,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Female,30,<=50K,Latin America
31,Private,10,Divorced,Other-service,Unmarried,White,Female,44,<=50K,Latin America
25,Private,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,Latin America
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,<=50K,Latin America
31,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,<=50K,Latin America
25,Private,4,Divorced,Machine-op-inspct,Other-relative,White,Male,40,<=50K,Latin America
34,Private,4,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K,Latin America
27,Private,11,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K,Latin America
36,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,50,<=50K,Latin America
33,Private,11,Divorced,Other-service,Not-in-family,Other,Male,49,<=50K,Latin America
50,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K,Latin America
32,Private,3,Never-married,Farming-fishing,Own-child,White,Male,40,<=50K,Latin America
27,Private,10,Never-married,Other-service,Not-in-family,Other,Female,45,<=50K,Latin America
26,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,60,<=50K,Latin America
34,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,Latin America
25,Private,4,Married-civ-spouse,Craft-repair,Wife,White,Female,51,<=50K,Latin America
22,Private,9,Separated,Machine-op-inspct,Own-child,White,Male,40,<=50K,Latin America
28,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K,Latin America
33,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,<=50K,Latin America
45,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Latin America
24,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,<=50K,Latin America
44,Private,4,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Latin America
31,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,51,<=50K,Latin America
31,Private,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,Latin America
45,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,<=50K,Latin America
34,Private,4,Married-civ-spouse,Other-service,Other-relative,White,Female,40,<=50K,Latin America
34,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,51,<=50K,Latin America
45,Private,4,Divorced,Transport-moving,Not-in-family,White,Male,47,<=50K,Latin America
17,Private,3,Separated,Machine-op-inspct,Own-child,White,Male,46,<=50K,Latin America
53,Private,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,20,<=50K,Latin America
36,Private,13,Never-married,Adm-clerical,Own-child,White,Female,30,<=50K,Latin America
34,Private,4,Never-married,Exec-managerial,Not-in-family,White,Female,35,<=50K,Latin America
31,Private,4,Divorced,Machine-op-inspct,Own-child,White,Male,40,<=50K,Latin America
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Latin America
54,Private,4,Divorced,Transport-moving,Other-relative,White,Male,40,<=50K,Latin America
23,Private,3,Never-married,Machine-op-inspct,Other-relative,White,Female,40,<=50K,Latin America
35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Latin America
47,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,<=50K,Latin America
24,Private,10,Separated,Machine-op-inspct,Unmarried,White,Female,40,<=50K,Latin America
36,Private,9,Separated,Craft-repair,Unmarried,White,Female,40,<=50K,Latin America
33,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,36,<=50K,Latin America
33,Private,3,Never-married,Craft-repair,Unmarried,White,Male,47,<=50K,Latin America
26,Private,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Male,40,<=50K,Latin America
31,Private,9,Never-married,Other-service,Unmarried,Other,Female,38,<=50K,Latin America
30,Private,4,Never-married,Transport-moving,Own-child,White,Male,30,<=50K,Latin America
51,Private,9,Never-married,Sales,Not-in-family,Other,Male,45,<=50K,Latin America
38,Private,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,<=50K,Latin America
54,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Latin America
27,Private,4,Never-married,Machine-op-inspct,Own-child,White,Female,40,<=50K,Latin America
23,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Latin America
26,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,46,<=50K,Latin America
40,Private,9,Never-married,Craft-repair,Unmarried,White,Male,47,<=50K,Latin America
32,Private,4,Divorced,Other-service,Not-in-family,White,Male,40,<=50K,Latin America
21,Private,4,Never-married,Other-service,Unmarried,White,Female,52,<=50K,Latin America
31,Private,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,38,<=50K,Latin America
45,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,Latin America
70,Private,4,Never-married,Other-service,Not-in-family,White,Male,24,<=50K,Latin America
35,Private,13,Never-married,Transport-moving,Not-in-family,Other,Male,30,<=50K,Latin America
31,Private,10,Separated,Other-service,Unmarried,Other,Female,40,<=50K,Latin America
53,Private,3,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,51,<=50K,Latin America
21,Private,4,Never-married,Exec-managerial,Not-in-family,White,Female,25,<=50K,Latin America
29,Private,4,Divorced,Sales,Unmarried,Other,Female,30,<=50K,Latin America
18,Private,2,Separated,Farming-fishing,Own-child,White,Male,40,<=50K,Latin America
23,Private,9,Never-married,Other-service,Own-child,White,Male,30,<=50K,Latin America
20,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K,Latin America
38,Private,9,Divorced,Exec-managerial,Other-relative,Other,Male,40,<=50K,Latin America
29,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20,<=50K,Latin America
34,Private,9,Never-married,Other-service,Not-in-family,White,Male,50,<=50K,Latin America
32,Private,4,Married-civ-spouse,Other-service,Wife,Other,Female,53,<=50K,Latin America
27,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,<=50K,Latin America
33,Private,9,Married-civ-spouse,Other-service,Husband,Other,Male,40,<=50K,Latin America
27,Private,4,Married-civ-spouse,Farming-fishing,Husband,Other,Male,50,<=50K,Latin America
17,Private,9,Separated,Adm-clerical,Own-child,White,Female,40,<=50K,Latin America
60,Private,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,45,<=50K,Latin America
